precision_d,recall_d,fscore_d,precision_p,recall_p,fscore_p,precision_h,recall_h,fscore_h,precision_s,recall_s,fscore_s,precision_r,recall_r,fscore_r,execution,kernel,c,gamma,characteristic type,characteristic,articulation point,window,label position
65.363,97.5,0.783,12.174,18.182,0.146,0.0,0.0,0.0,75.844,70.702,0.732,60.0,57.143,0.585,311,rbf,450,0.03125,escalar,aceleracao,rh,30,meio
65.844,96.389,0.782,10.853,18.182,0.136,0.0,0.0,0.0,75.13,70.218,0.726,62.264,52.381,0.569,312,rbf,450,0.0625,escalar,aceleracao,rh,30,meio
76.889,96.111,0.854,11.966,18.182,0.144,0.0,0.0,0.0,63.9,74.576,0.688,95.0,60.317,0.738,313,rbf,450,0.125,escalar,aceleracao,rh,30,meio
83.282,74.722,0.788,14.894,18.182,0.164,0.0,0.0,0.0,51.294,81.598,0.63,100.0,30.159,0.463,314,rbf,450,0.25,escalar,aceleracao,rh,30,meio
96.679,72.778,0.83,15.254,11.688,0.132,0.0,0.0,0.0,49.676,92.736,0.647,0.0,0.0,0.0,315,rbf,450,0.5,escalar,aceleracao,rh,30,meio
100.0,58.889,0.741,0.0,0.0,0.0,0.0,0.0,0.0,46.561,100.0,0.635,0.0,0.0,0.0,316,rbf,450,1,escalar,aceleracao,rh,30,meio
100.0,26.111,0.414,0.0,0.0,0.0,0.0,0.0,0.0,41.013,100.0,0.582,0.0,0.0,0.0,317,rbf,450,2,escalar,aceleracao,rh,30,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.511,100.0,0.546,0.0,0.0,0.0,318,rbf,450,4,escalar,aceleracao,rh,30,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.511,100.0,0.546,0.0,0.0,0.0,319,rbf,450,8,escalar,aceleracao,rh,30,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.511,100.0,0.546,0.0,0.0,0.0,320,rbf,450,16,escalar,aceleracao,rh,30,meio
65.421,97.222,0.782,12.389,18.182,0.147,0.0,0.0,0.0,76.031,71.429,0.737,59.016,57.143,0.581,321,rbf,500,0.03125,escalar,aceleracao,rh,30,meio
65.844,96.389,0.782,10.853,18.182,0.136,0.0,0.0,0.0,75.13,70.218,0.726,62.264,52.381,0.569,322,rbf,500,0.0625,escalar,aceleracao,rh,30,meio
76.889,96.111,0.854,11.765,18.182,0.143,0.0,0.0,0.0,63.958,74.334,0.688,95.0,60.317,0.738,323,rbf,500,0.125,escalar,aceleracao,rh,30,meio
83.282,74.722,0.788,14.894,18.182,0.164,0.0,0.0,0.0,51.294,81.598,0.63,100.0,30.159,0.463,324,rbf,500,0.25,escalar,aceleracao,rh,30,meio
96.679,72.778,0.83,15.254,11.688,0.132,0.0,0.0,0.0,49.676,92.736,0.647,0.0,0.0,0.0,325,rbf,500,0.5,escalar,aceleracao,rh,30,meio
100.0,58.889,0.741,0.0,0.0,0.0,0.0,0.0,0.0,46.561,100.0,0.635,0.0,0.0,0.0,326,rbf,500,1,escalar,aceleracao,rh,30,meio
100.0,26.111,0.414,0.0,0.0,0.0,0.0,0.0,0.0,41.013,100.0,0.582,0.0,0.0,0.0,327,rbf,500,2,escalar,aceleracao,rh,30,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.511,100.0,0.546,0.0,0.0,0.0,328,rbf,500,4,escalar,aceleracao,rh,30,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.511,100.0,0.546,0.0,0.0,0.0,329,rbf,500,8,escalar,aceleracao,rh,30,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.511,100.0,0.546,0.0,0.0,0.0,330,rbf,500,16,escalar,aceleracao,rh,30,meio
63.472,98.873,0.773,51.852,18.182,0.269,0.0,0.0,0.0,79.63,83.092,0.813,50.704,57.143,0.537,331,rbf,1,0.03125,escalar,aceleracao,rh,40,meio
66.038,98.592,0.791,43.75,18.182,0.257,0.0,0.0,0.0,73.404,83.333,0.781,87.234,65.079,0.745,332,rbf,1,0.0625,escalar,aceleracao,rh,40,meio
82.561,85.352,0.839,36.842,18.182,0.243,0.0,0.0,0.0,58.6,92.995,0.719,100.0,46.032,0.63,333,rbf,1,0.125,escalar,aceleracao,rh,40,meio
95.699,75.211,0.842,33.333,11.688,0.173,0.0,0.0,0.0,52.326,97.826,0.682,100.0,26.984,0.425,334,rbf,1,0.25,escalar,aceleracao,rh,40,meio
100.0,66.761,0.801,45.0,11.688,0.186,0.0,0.0,0.0,49.167,99.758,0.659,0.0,0.0,0.0,335,rbf,1,0.5,escalar,aceleracao,rh,40,meio
100.0,45.07,0.621,0.0,0.0,0.0,0.0,0.0,0.0,44.184,100.0,0.613,0.0,0.0,0.0,336,rbf,1,1,escalar,aceleracao,rh,40,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.739,100.0,0.548,0.0,0.0,0.0,337,rbf,1,2,escalar,aceleracao,rh,40,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.739,100.0,0.548,0.0,0.0,0.0,338,rbf,1,4,escalar,aceleracao,rh,40,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.739,100.0,0.548,0.0,0.0,0.0,339,rbf,1,8,escalar,aceleracao,rh,40,meio
32.361,100.0,0.489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340,rbf,1,16,escalar,aceleracao,rh,40,meio
63.686,98.31,0.773,27.451,18.182,0.219,0.0,0.0,0.0,78.295,73.188,0.757,45.977,63.492,0.533,341,rbf,50,0.03125,escalar,aceleracao,rh,40,meio
65.341,97.183,0.781,20.896,18.182,0.194,0.0,0.0,0.0,73.933,79.469,0.766,82.0,65.079,0.726,342,rbf,50,0.0625,escalar,aceleracao,rh,40,meio
81.402,85.07,0.832,19.178,18.182,0.187,0.0,0.0,0.0,57.212,85.266,0.685,93.548,46.032,0.617,343,rbf,50,0.125,escalar,aceleracao,rh,40,meio
95.636,74.085,0.835,23.077,11.688,0.155,0.0,0.0,0.0,51.765,95.652,0.672,100.0,26.984,0.425,344,rbf,50,0.25,escalar,aceleracao,rh,40,meio
99.587,67.887,0.807,36.0,11.688,0.176,0.0,0.0,0.0,49.639,99.517,0.662,0.0,0.0,0.0,345,rbf,50,0.5,escalar,aceleracao,rh,40,meio
100.0,45.634,0.627,0.0,0.0,0.0,0.0,0.0,0.0,44.278,100.0,0.614,0.0,0.0,0.0,346,rbf,50,1,escalar,aceleracao,rh,40,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.739,100.0,0.548,0.0,0.0,0.0,347,rbf,50,2,escalar,aceleracao,rh,40,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.739,100.0,0.548,0.0,0.0,0.0,348,rbf,50,4,escalar,aceleracao,rh,40,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.739,100.0,0.548,0.0,0.0,0.0,349,rbf,50,8,escalar,aceleracao,rh,40,meio
