precision_d,recall_d,fscore_d,precision_p,recall_p,fscore_p,precision_h,recall_h,fscore_h,precision_s,recall_s,fscore_s,precision_r,recall_r,fscore_r,execution,kernel,c,gamma,characteristic type,characteristic,articulation point,window,label position
100.0,1.818,0.036,100.0,2.532,0.049,0.0,0.0,0.0,39.008,100.0,0.561,0.0,0.0,0.0,7483,rbf,1,0.125,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,7484,rbf,1,0.25,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,7485,rbf,1,0.5,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,7486,rbf,1,1,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7487,rbf,1,2,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7488,rbf,1,4,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7489,rbf,1,8,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7490,rbf,1,16,escalar,aceleracao,rh,90,meio
95.349,49.697,0.653,33.333,13.924,0.196,0.0,0.0,0.0,47.552,97.842,0.64,100.0,22.222,0.364,7491,rbf,50,0.03125,escalar,aceleracao,rh,90,meio
100.0,10.606,0.192,36.667,13.924,0.202,0.0,0.0,0.0,40.909,99.281,0.579,0.0,0.0,0.0,7492,rbf,50,0.0625,escalar,aceleracao,rh,90,meio
100.0,1.818,0.036,100.0,2.532,0.049,0.0,0.0,0.0,39.008,100.0,0.561,0.0,0.0,0.0,7493,rbf,50,0.125,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,7494,rbf,50,0.25,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,7495,rbf,50,0.5,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,7496,rbf,50,1,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7497,rbf,50,2,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7498,rbf,50,4,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7499,rbf,50,8,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500,rbf,50,16,escalar,aceleracao,rh,90,meio
95.349,49.697,0.653,33.333,13.924,0.196,0.0,0.0,0.0,47.552,97.842,0.64,100.0,22.222,0.364,7501,rbf,100,0.03125,escalar,aceleracao,rh,90,meio
100.0,10.606,0.192,36.667,13.924,0.202,0.0,0.0,0.0,40.909,99.281,0.579,0.0,0.0,0.0,7502,rbf,100,0.0625,escalar,aceleracao,rh,90,meio
100.0,1.818,0.036,100.0,2.532,0.049,0.0,0.0,0.0,39.008,100.0,0.561,0.0,0.0,0.0,7503,rbf,100,0.125,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,7504,rbf,100,0.25,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,7505,rbf,100,0.5,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,7506,rbf,100,1,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7507,rbf,100,2,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7508,rbf,100,4,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7509,rbf,100,8,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7510,rbf,100,16,escalar,aceleracao,rh,90,meio
95.349,49.697,0.653,33.333,13.924,0.196,0.0,0.0,0.0,47.552,97.842,0.64,100.0,22.222,0.364,7511,rbf,150,0.03125,escalar,aceleracao,rh,90,meio
100.0,10.606,0.192,36.667,13.924,0.202,0.0,0.0,0.0,40.909,99.281,0.579,0.0,0.0,0.0,7512,rbf,150,0.0625,escalar,aceleracao,rh,90,meio
100.0,1.818,0.036,100.0,2.532,0.049,0.0,0.0,0.0,39.008,100.0,0.561,0.0,0.0,0.0,7513,rbf,150,0.125,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,7514,rbf,150,0.25,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,7515,rbf,150,0.5,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,7516,rbf,150,1,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7517,rbf,150,2,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7518,rbf,150,4,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7519,rbf,150,8,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7520,rbf,150,16,escalar,aceleracao,rh,90,meio
95.349,49.697,0.653,33.333,13.924,0.196,0.0,0.0,0.0,47.552,97.842,0.64,100.0,22.222,0.364,7521,rbf,200,0.03125,escalar,aceleracao,rh,90,meio
100.0,10.606,0.192,36.667,13.924,0.202,0.0,0.0,0.0,40.909,99.281,0.579,0.0,0.0,0.0,7522,rbf,200,0.0625,escalar,aceleracao,rh,90,meio
100.0,1.818,0.036,100.0,2.532,0.049,0.0,0.0,0.0,39.008,100.0,0.561,0.0,0.0,0.0,7523,rbf,200,0.125,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,7524,rbf,200,0.25,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,7525,rbf,200,0.5,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,7526,rbf,200,1,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7527,rbf,200,2,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7528,rbf,200,4,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7529,rbf,200,8,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7530,rbf,200,16,escalar,aceleracao,rh,90,meio
95.349,49.697,0.653,33.333,13.924,0.196,0.0,0.0,0.0,47.552,97.842,0.64,100.0,22.222,0.364,7531,rbf,250,0.03125,escalar,aceleracao,rh,90,meio
100.0,10.606,0.192,36.667,13.924,0.202,0.0,0.0,0.0,40.909,99.281,0.579,0.0,0.0,0.0,7532,rbf,250,0.0625,escalar,aceleracao,rh,90,meio
100.0,1.818,0.036,100.0,2.532,0.049,0.0,0.0,0.0,39.008,100.0,0.561,0.0,0.0,0.0,7533,rbf,250,0.125,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,7534,rbf,250,0.25,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,7535,rbf,250,0.5,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,7536,rbf,250,1,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7537,rbf,250,2,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7538,rbf,250,4,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7539,rbf,250,8,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7540,rbf,250,16,escalar,aceleracao,rh,90,meio
95.349,49.697,0.653,33.333,13.924,0.196,0.0,0.0,0.0,47.552,97.842,0.64,100.0,22.222,0.364,7541,rbf,300,0.03125,escalar,aceleracao,rh,90,meio
100.0,10.606,0.192,36.667,13.924,0.202,0.0,0.0,0.0,40.909,99.281,0.579,0.0,0.0,0.0,7542,rbf,300,0.0625,escalar,aceleracao,rh,90,meio
100.0,1.818,0.036,100.0,2.532,0.049,0.0,0.0,0.0,39.008,100.0,0.561,0.0,0.0,0.0,7543,rbf,300,0.125,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,7544,rbf,300,0.25,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,7545,rbf,300,0.5,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,7546,rbf,300,1,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7547,rbf,300,2,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7548,rbf,300,4,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7549,rbf,300,8,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7550,rbf,300,16,escalar,aceleracao,rh,90,meio
95.349,49.697,0.653,33.333,13.924,0.196,0.0,0.0,0.0,47.552,97.842,0.64,100.0,22.222,0.364,7551,rbf,350,0.03125,escalar,aceleracao,rh,90,meio
100.0,10.606,0.192,36.667,13.924,0.202,0.0,0.0,0.0,40.909,99.281,0.579,0.0,0.0,0.0,7552,rbf,350,0.0625,escalar,aceleracao,rh,90,meio
100.0,1.818,0.036,100.0,2.532,0.049,0.0,0.0,0.0,39.008,100.0,0.561,0.0,0.0,0.0,7553,rbf,350,0.125,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,7554,rbf,350,0.25,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,7555,rbf,350,0.5,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,7556,rbf,350,1,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7557,rbf,350,2,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7558,rbf,350,4,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7559,rbf,350,8,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7560,rbf,350,16,escalar,aceleracao,rh,90,meio
95.349,49.697,0.653,33.333,13.924,0.196,0.0,0.0,0.0,47.552,97.842,0.64,100.0,22.222,0.364,7561,rbf,400,0.03125,escalar,aceleracao,rh,90,meio
100.0,10.606,0.192,36.667,13.924,0.202,0.0,0.0,0.0,40.909,99.281,0.579,0.0,0.0,0.0,7562,rbf,400,0.0625,escalar,aceleracao,rh,90,meio
100.0,1.818,0.036,100.0,2.532,0.049,0.0,0.0,0.0,39.008,100.0,0.561,0.0,0.0,0.0,7563,rbf,400,0.125,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,7564,rbf,400,0.25,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,7565,rbf,400,0.5,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,7566,rbf,400,1,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7567,rbf,400,2,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7568,rbf,400,4,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7569,rbf,400,8,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7570,rbf,400,16,escalar,aceleracao,rh,90,meio
95.349,49.697,0.653,33.333,13.924,0.196,0.0,0.0,0.0,47.552,97.842,0.64,100.0,22.222,0.364,7571,rbf,450,0.03125,escalar,aceleracao,rh,90,meio
100.0,10.606,0.192,36.667,13.924,0.202,0.0,0.0,0.0,40.909,99.281,0.579,0.0,0.0,0.0,7572,rbf,450,0.0625,escalar,aceleracao,rh,90,meio
100.0,1.818,0.036,100.0,2.532,0.049,0.0,0.0,0.0,39.008,100.0,0.561,0.0,0.0,0.0,7573,rbf,450,0.125,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,7574,rbf,450,0.25,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,7575,rbf,450,0.5,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,7576,rbf,450,1,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7577,rbf,450,2,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7578,rbf,450,4,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7579,rbf,450,8,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7580,rbf,450,16,escalar,aceleracao,rh,90,meio
95.349,49.697,0.653,33.333,13.924,0.196,0.0,0.0,0.0,47.552,97.842,0.64,100.0,22.222,0.364,7581,rbf,500,0.03125,escalar,aceleracao,rh,90,meio
100.0,10.606,0.192,36.667,13.924,0.202,0.0,0.0,0.0,40.909,99.281,0.579,0.0,0.0,0.0,7582,rbf,500,0.0625,escalar,aceleracao,rh,90,meio
100.0,1.818,0.036,100.0,2.532,0.049,0.0,0.0,0.0,39.008,100.0,0.561,0.0,0.0,0.0,7583,rbf,500,0.125,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,7584,rbf,500,0.25,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,7585,rbf,500,0.5,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,7586,rbf,500,1,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7587,rbf,500,2,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7588,rbf,500,4,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7589,rbf,500,8,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7590,rbf,500,16,escalar,aceleracao,rh,90,meio
94.483,42.154,0.583,38.71,15.0,0.216,0.0,0.0,0.0,46.388,98.561,0.631,100.0,17.46,0.297,7591,rbf,1,0.03125,escalar,aceleracao,rh,100,meio
100.0,6.154,0.116,34.783,10.0,0.155,0.0,0.0,0.0,40.485,100.0,0.576,0.0,0.0,0.0,7592,rbf,1,0.0625,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,2.5,0.049,0.0,0.0,0.0,38.936,100.0,0.56,0.0,0.0,0.0,7593,rbf,1,0.125,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,7594,rbf,1,0.25,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,7595,rbf,1,0.5,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,7596,rbf,1,1,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7597,rbf,1,2,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7598,rbf,1,4,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7599,rbf,1,8,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7600,rbf,1,16,escalar,aceleracao,rh,100,meio
94.483,42.154,0.583,37.5,15.0,0.214,0.0,0.0,0.0,46.328,98.321,0.63,100.0,17.46,0.297,7601,rbf,50,0.03125,escalar,aceleracao,rh,100,meio
100.0,6.154,0.116,34.783,10.0,0.155,0.0,0.0,0.0,40.485,100.0,0.576,0.0,0.0,0.0,7602,rbf,50,0.0625,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,2.5,0.049,0.0,0.0,0.0,38.936,100.0,0.56,0.0,0.0,0.0,7603,rbf,50,0.125,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,7604,rbf,50,0.25,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,7605,rbf,50,0.5,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,7606,rbf,50,1,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7607,rbf,50,2,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7608,rbf,50,4,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7609,rbf,50,8,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7610,rbf,50,16,escalar,aceleracao,rh,100,meio
94.483,42.154,0.583,37.5,15.0,0.214,0.0,0.0,0.0,46.328,98.321,0.63,100.0,17.46,0.297,7611,rbf,100,0.03125,escalar,aceleracao,rh,100,meio
100.0,6.154,0.116,34.783,10.0,0.155,0.0,0.0,0.0,40.485,100.0,0.576,0.0,0.0,0.0,7612,rbf,100,0.0625,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,2.5,0.049,0.0,0.0,0.0,38.936,100.0,0.56,0.0,0.0,0.0,7613,rbf,100,0.125,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,7614,rbf,100,0.25,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,7615,rbf,100,0.5,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,7616,rbf,100,1,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7617,rbf,100,2,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7618,rbf,100,4,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7619,rbf,100,8,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7620,rbf,100,16,escalar,aceleracao,rh,100,meio
94.483,42.154,0.583,37.5,15.0,0.214,0.0,0.0,0.0,46.328,98.321,0.63,100.0,17.46,0.297,7621,rbf,150,0.03125,escalar,aceleracao,rh,100,meio
100.0,6.154,0.116,34.783,10.0,0.155,0.0,0.0,0.0,40.485,100.0,0.576,0.0,0.0,0.0,7622,rbf,150,0.0625,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,2.5,0.049,0.0,0.0,0.0,38.936,100.0,0.56,0.0,0.0,0.0,7623,rbf,150,0.125,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,7624,rbf,150,0.25,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,7625,rbf,150,0.5,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,7626,rbf,150,1,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7627,rbf,150,2,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7628,rbf,150,4,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7629,rbf,150,8,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7630,rbf,150,16,escalar,aceleracao,rh,100,meio
94.483,42.154,0.583,37.5,15.0,0.214,0.0,0.0,0.0,46.328,98.321,0.63,100.0,17.46,0.297,7631,rbf,200,0.03125,escalar,aceleracao,rh,100,meio
100.0,6.154,0.116,34.783,10.0,0.155,0.0,0.0,0.0,40.485,100.0,0.576,0.0,0.0,0.0,7632,rbf,200,0.0625,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,2.5,0.049,0.0,0.0,0.0,38.936,100.0,0.56,0.0,0.0,0.0,7633,rbf,200,0.125,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,7634,rbf,200,0.25,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,7635,rbf,200,0.5,escalar,aceleracao,rh,100,meio
